accessionVersion;lineage;sampleCollectionDate;geoLocCountry;geoLocAdmin1;authors;authorAffiliations;hostNameScientific;length;earliestReleaseDate;accession;submissionId;groupName;dataUseTerms;dataUseTermsUrl;biosampleAccession;completeness;geoLocAdmin2;geoLocCity;insdcAccessionFull;insdcRawReadsAccession;isLabHost;specimenCollectorSampleId;totalAmbiguousNucs;totalUnknownNucs
PP_001BM5E.1;A.2;2001;USA;Tennessee;"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.";Broad Institute of MIT & Harvard;Homo sapiens;15160;2014-04-16;PP_001BM5E;KJ627696.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.998752052545156;;;KJ627696.1;;;RSV-A/US/BID-V8471/2001;0;0
PP_001BM7A.1;A.2;2001;USA;Tennessee;"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.";Broad Institute of MIT & Harvard;Homo sapiens;15144;2014-04-16;PP_001BM7A;KJ627698.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.95376026272578;;;KJ627698.1;;;RSV-A/US/BID-V8473/2001;0;680
PP_001BM88.1;A.2;2001;USA;Tennessee;"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.";Broad Institute of MIT & Harvard;Homo sapiens;15140;2014-04-16;PP_001BM88;KJ627699.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9916584564860427;;;KJ627699.1;;;RSV-A/US/BID-V8474/2001;0;99
PP_001BMA4.1;A.2.1;2001;USA;Tennessee;"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.";Broad Institute of MIT & Harvard;Homo sapiens;15123;2014-04-16;PP_001BMA4;KJ627701.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.977208538587849;;;KJ627701.1;;;RSV-A/US/BID-V8477/2001;0;310
PP_001BMB2.1;A.2.1;2001;USA;Tennessee;"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.";Broad Institute of MIT & Harvard;Homo sapiens;15137;2014-04-16;PP_001BMB2;KJ627702.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9989490968801313;;;KJ627702.1;;;RSV-A/US/BID-V8481/2001;0;0
PP_001BMC0.1;A.2.1;2001;USA;Tennessee;"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.";Broad Institute of MIT & Harvard;Homo sapiens;15060;2014-04-16;PP_001BMC0;KJ627703.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9913300492610837;;;KJ627703.1;;;RSV-A/US/BID-V8482/2001;0;0
PP_001BMDY.1;A.2.1;2001;USA;Tennessee;"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.";Broad Institute of MIT & Harvard;Homo sapiens;15110;2014-04-16;PP_001BMDY;KJ627704.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9984893267651889;;;KJ627704.1;;;RSV-A/US/BID-V8483/2001;0;0
PP_001BMEW.1;A.2.1;2001;USA;Tennessee;"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.";Broad Institute of MIT & Harvard;Homo sapiens;15173;2014-04-16;PP_001BMEW;KJ627705.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9997372742200329;;;KJ627705.1;;;RSV-A/US/BID-V8484/2001;0;0
PP_001BMFU.1;A.2.1;2001;USA;Tennessee;"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.";Broad Institute of MIT & Harvard;Homo sapiens;15157;2014-04-16;PP_001BMFU;KJ627706.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.999080459770115;;;KJ627706.1;;;RSV-A/US/BID-V8485/2001;0;0
PP_001BMGS.1;A.2.1;2001;USA;Tennessee;"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.";Broad Institute of MIT & Harvard;Homo sapiens;15136;2014-04-16;PP_001BMGS;KJ627707.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.998423645320197;;;KJ627707.1;;;RSV-A/US/BID-V8486/2001;0;0
PP_001BMHP.1;A.2.1;2001;USA;Tennessee;"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.";Broad Institute of MIT & Harvard;Homo sapiens;15125;2014-04-16;PP_001BMHP;KJ627708.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9977011494252873;;;KJ627708.1;;;RSV-A/US/BID-V8490/2001;0;0
PP_001BMJM.1;A.2.1;2001;USA;Tennessee;"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.";Broad Institute of MIT & Harvard;Homo sapiens;15123;2014-04-16;PP_001BMJM;KJ627709.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9975697865353038;;;KJ627709.1;;;RSV-A/US/BID-V8491/2001;0;0
PP_001BMKK.1;A.2.1;2001;USA;Tennessee;"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.";Broad Institute of MIT & Harvard;Homo sapiens;15128;2014-04-16;PP_001BMKK;KJ627710.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.998423645320197;;;KJ627710.1;;;RSV-A/US/BID-V8493/2001;0;0
PP_001BMLH.1;A.2.1;2001;USA;Tennessee;"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.";Broad Institute of MIT & Harvard;Homo sapiens;15096;2014-04-16;PP_001BMLH;KJ627711.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9565188834154351;;;KJ627711.1;;;RSV-A/US/BID-V8494/2001;0;633
PP_001BMMF.1;A.2.1;2001;USA;Tennessee;"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.";Broad Institute of MIT & Harvard;Homo sapiens;15149;2014-04-16;PP_001BMMF;KJ627712.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9975697865353038;;;KJ627712.1;;;RSV-A/US/BID-V8499/2001;0;22
PP_001BMPB.1;A.2.1.1;2003;USA;Tennessee;"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.";Broad Institute of MIT & Harvard;Homo sapiens;15150;2014-04-16;PP_001BMPB;KJ627714.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9990147783251232;;;KJ627714.1;;;RSV-A/US/BID-V8505/2003;0;0
PP_001BMQ9.1;A.2.1.1;2003;USA;Tennessee;"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.";Broad Institute of MIT & Harvard;Homo sapiens;15092;2014-04-16;PP_001BMQ9;KJ627715.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9954679802955665;;;KJ627715.1;;;RSV-A/US/BID-V8507/2003;0;0
PP_001BMR7.1;A.2.1.1;2003;USA;Tennessee;"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.";Broad Institute of MIT & Harvard;Homo sapiens;15139;2014-04-16;PP_001BMR7;KJ627716.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9984893267651889;;;KJ627716.1;;;RSV-A/US/BID-V8508/2003;0;0
PP_001BMS5.1;A.2.1.1;2001;USA;Tennessee;"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.";Broad Institute of MIT & Harvard;Homo sapiens;15183;2014-04-16;PP_001BMS5;KJ627717.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9994088669950739;;;KJ627717.1;;;RSV-A/US/BID-V8509/2003;0;0
PP_001BMT3.1;A.2.1.1;2003;USA;Tennessee;"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.";Broad Institute of MIT & Harvard;Homo sapiens;15110;2014-04-16;PP_001BMT3;KJ627718.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9965845648604269;;;KJ627718.1;;;RSV-A/US/BID-V8510/2003;0;0
PP_001BMU1.1;A.2.1.1;2004;USA;Tennessee;"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.";Broad Institute of MIT & Harvard;Homo sapiens;15151;2014-04-16;PP_001BMU1;KJ627719.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9978981937602627;;;KJ627719.1;;;RSV-A/US/BID-V8518/2004;0;0
PP_001BMVZ.1;A.2.1.1;2004;USA;Tennessee;"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.";Broad Institute of MIT & Harvard;Homo sapiens;15136;2014-04-16;PP_001BMVZ;KJ627720.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9983579638752053;;;KJ627720.1;;;RSV-A/US/BID-V8521/2004;0;0
PP_001BMWX.1;A.2.1.1;2004;USA;Tennessee;"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.";Broad Institute of MIT & Harvard;Homo sapiens;15096;2014-04-16;PP_001BMWX;KJ627721.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.999671592775041;;;KJ627721.1;;;RSV-A/US/BID-V8522/2004;0;0
PP_001BMXV.1;A.2.1.1;2004;USA;Tennessee;"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.";Broad Institute of MIT & Harvard;Homo sapiens;15142;2014-04-16;PP_001BMXV;KJ627722.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.998752052545156;;;KJ627722.1;;;RSV-A/US/BID-V8523/2004;0;0
PP_001BMYT.1;A.2.1;2004;USA;Tennessee;"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.";Broad Institute of MIT & Harvard;Homo sapiens;15112;2014-04-16;PP_001BMYT;KJ627723.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9969786535303776;;;KJ627723.1;;;RSV-A/US/BID-V8524/2004;0;0
PP_001BMZR.1;A.2.1;2004;USA;Tennessee;"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.";Broad Institute of MIT & Harvard;Homo sapiens;15135;2014-04-16;PP_001BMZR;KJ627724.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9984893267651889;;;KJ627724.1;;;RSV-A/US/BID-V8525/2004;0;0
PP_001BN0P.1;A.2.1;2004;USA;Tennessee;"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.";Broad Institute of MIT & Harvard;Homo sapiens;15142;2014-04-16;PP_001BN0P;KJ627725.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9984893267651889;;;KJ627725.1;;;RSV-A/US/BID-V8526/2004;0;0
PP_001BN1M.1;A.2.1;2004;USA;Tennessee;"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.";Broad Institute of MIT & Harvard;Homo sapiens;15116;2014-04-16;PP_001BN1M;KJ627726.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9769458128078817;;;KJ627726.1;;;RSV-A/US/BID-V8528/2004;0;309
PP_001BN2K.1;A.2.1;2003;USA;Tennessee;"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.";Broad Institute of MIT & Harvard;Homo sapiens;15090;2014-04-16;PP_001BN2K;KJ627727.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9956650246305419;;;KJ627727.1;;;RSV-A/US/BID-V8535/2003;0;0
PP_001BN3H.1;A.2.1;2003;USA;Tennessee;"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.";Broad Institute of MIT & Harvard;Homo sapiens;15089;2014-04-16;PP_001BN3H;KJ627728.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9956650246305419;;;KJ627728.1;;;RSV-A/US/BID-V8536/2003;0;0
PP_001BN4F.1;A.2.1.1;2003;USA;Tennessee;"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.";Broad Institute of MIT & Harvard;Homo sapiens;15171;2014-04-16;PP_001BN4F;KJ627729.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9997372742200329;;;KJ627729.1;;;RSV-A/US/BID-V8537/2003;0;0
PP_001BN6B.1;A.2.1;2003;USA;Tennessee;"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.";Broad Institute of MIT & Harvard;Homo sapiens;15132;2014-04-16;PP_001BN6B;KJ627731.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9984893267651889;;;KJ627731.1;;;RSV-A/US/BID-V8540/2003;0;0
PP_001BN79.1;A.2.1.1;2003;USA;Tennessee;"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.";Broad Institute of MIT & Harvard;Homo sapiens;15178;2014-04-16;PP_001BN79;KJ627732.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9988177339901478;;;KJ627732.1;;;RSV-A/US/BID-V8543/2003;0;18
PP_001BN87.1;A.2.1;2003;USA;Tennessee;"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.";Broad Institute of MIT & Harvard;Homo sapiens;15147;2014-04-16;PP_001BN87;KJ627733.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9990147783251232;;;KJ627733.1;;;RSV-A/US/BID-V8547/2003;0;0
PP_001BNA3.1;A.D;2013;USA;Tennessee;"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.";Broad Institute of MIT & Harvard;Homo sapiens;15168;2014-04-16;PP_001BNA3;KJ627735.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9998029556650246;;;KJ627735.1;;;RSV-A/US/BID-V8722/2013;0;0
